-68.38162,-10.86124,69934000,Brazil
-69.19239,-10.70599,69932000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.52317,-10.12263,69925000,Brazil
-67.80184,-9.97570,69900970,Brazil
-68.38162,-10.86124,69934000,Brazil
-69.19239,-10.70599,69932000,Brazil
-69.19239,-10.70599,69932000,Brazil
-70.19321,-10.90269,69935000,Brazil
-69.19239,-10.70599,69932000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.85698,-10.44142,69922000,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.52317,-10.12263,69925000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-68.23853,-9.62653,69923000,Brazil
-72.61512,-9.03148,69983000,Brazil
-73.37087,-7.88187,69985000,Brazil
-72.61512,-9.03148,69983000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-7.19198,69895000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.61512,-9.03148,69983000,Brazil
-72.80428,-7.19198,69895000,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.28479,-10.23132,69928000,Brazil
-69.19239,-10.70599,69932000,Brazil
-69.19239,-10.70599,69932000,Brazil
-69.19239,-10.70599,69932000,Brazil
-68.38162,-10.86124,69934000,Brazil
-68.38162,-10.86124,69934000,Brazil
-68.38162,-10.86124,69934000,Brazil
-69.19239,-10.70599,69932000,Brazil
-69.19239,-10.70599,69932000,Brazil
-72.80428,-7.19198,69895000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-66.95115,-9.91409,69945000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-70.14558,-9.91652,69950000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.52317,-10.12263,69925000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-67.79637,-9.97248,69900470,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.28479,-10.23132,69928000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-69.28775,-9.60967,69940000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-68.38162,-10.86124,69934000,Brazil
-69.19239,-10.70599,69932000,Brazil
-68.38162,-10.86124,69934000,Brazil
-68.38162,-10.86124,69934000,Brazil
-68.38162,-10.86124,69934000,Brazil
-68.38162,-10.86124,69934000,Brazil
-70.19321,-10.90269,69935000,Brazil
-69.19239,-10.70599,69932000,Brazil
-70.19321,-10.90269,69935000,Brazil
-69.19239,-10.70599,69932000,Brazil
-72.80428,-8.02618,69980000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-70.19321,-10.90269,69935000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-72.80428,-8.02618,69980000,Brazil
-68.38162,-10.86124,69934000,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
-67.80184,-9.97570,69900970,Brazil
